SKU,Last_Sale_Date,Category,Monetary,Quantity,Frequency,Recency,Segment,Segment_Name
JNE3710-DR-XXXL,2022-06-23,Western Dress,36042.0,51,51,7,0,Dormant/Low-Performer
JNE3712-TP-N-L,2022-06-28,Top,4355.0,8,8,2,0,Dormant/Low-Performer
JNE3712-TP-N-M,2022-06-28,Top,10214.0,19,19,2,0,Dormant/Low-Performer
JNE3712-TP-N-S,2022-06-28,Top,5847.0,11,11,2,0,Dormant/Low-Performer
JNE3712-TP-N-XL,2022-06-29,Top,8161.0,15,14,1,0,Dormant/Low-Performer
JNE3712-TP-N-XS,2022-06-20,Top,2041.0,4,4,10,0,Dormant/Low-Performer
JNE3712-TP-N-XXL,2022-06-14,Top,4317.0,8,8,16,0,Dormant/Low-Performer
JNE3713-TP-N-S,2022-04-16,Top,1077.0,3,3,75,0,Dormant/Low-Performer
JNE3713-TP-N-XL,2022-05-08,Top,2416.0,7,7,53,0,Dormant/Low-Performer
JNE3713-TP-N-XS,2022-06-27,Top,8504.0,24,24,3,0,Dormant/Low-Performer
JNE3713-TP-N-XXL,2022-06-29,Top,5657.0,16,16,1,0,Dormant/Low-Performer
JNE3714-KR-L,2022-06-29,kurta,10025.0,21,21,1,0,Dormant/Low-Performer
JNE3714-KR-M,2022-06-24,kurta,9013.0,19,19,6,0,Dormant/Low-Performer
JNE3714-KR-S,2022-06-26,kurta,4752.0,10,10,4,0,Dormant/Low-Performer
JNE3714-KR-XL,2022-06-25,kurta,8054.0,17,17,5,0,Dormant/Low-Performer
JNE3714-KR-XS,2022-06-08,kurta,3778.0,8,8,22,0,Dormant/Low-Performer
JNE3714-KR-XXL,2022-06-20,kurta,6643.0,14,14,10,0,Dormant/Low-Performer
JNE3714-KR-XXXL,2022-06-18,kurta,12833.0,27,27,12,0,Dormant/Low-Performer
JNE3715-KR-L,2022-06-13,kurta,1433.0,5,5,17,0,Dormant/Low-Performer
JNE3715-KR-M,2022-05-01,kurta,566.0,2,2,60,0,Dormant/Low-Performer
JNE3715-KR-S,2022-05-03,kurta,1975.0,7,7,58,0,Dormant/Low-Performer
JNE3715-KR-XL,2022-06-20,kurta,2300.0,8,8,10,0,Dormant/Low-Performer
JNE3715-KR-XS,2022-04-25,kurta,283.0,1,1,66,0,Dormant/Low-Performer
JNE3715-KR-XXL,2022-06-19,kurta,4028.0,14,13,11,0,Dormant/Low-Performer
JNE3715-KR-XXXL,2022-04-11,kurta,843.0,3,3,80,0,Dormant/Low-Performer
JNE3716-KR-L,2022-06-27,kurta,12839.0,31,31,3,0,Dormant/Low-Performer
JNE3716-KR-M,2022-06-29,kurta,8137.0,20,20,1,0,Dormant/Low-Performer
JNE3716-KR-S,2022-06-27,kurta,5885.0,14,14,3,0,Dormant/Low-Performer
JNE3716-KR-XL,2022-06-29,kurta,8831.0,22,22,1,0,Dormant/Low-Performer
JNE3716-KR-XS,2022-06-29,kurta,1695.0,4,4,1,0,Dormant/Low-Performer
JNE3716-KR-XXL,2022-06-25,kurta,13038.0,32,32,5,0,Dormant/Low-Performer
JNE3716-KR-XXXL,2022-06-29,kurta,8534.0,21,21,1,0,Dormant/Low-Performer
JNE3717-KR-L,2022-05-05,kurta,843.0,3,3,56,0,Dormant/Low-Performer
JNE3717-KR-M,2022-06-14,kurta,843.0,3,3,16,0,Dormant/Low-Performer
JNE3717-KR-S,2022-04-07,kurta,271.0,1,1,84,0,Dormant/Low-Performer
JNE3717-KR-XL,2022-04-26,kurta,542.0,2,2,65,0,Dormant/Low-Performer
JNE3717-KR-XXL,2022-06-07,kurta,843.0,3,3,23,0,Dormant/Low-Performer
JNE3718-KR-L,2022-06-27,kurta,23618.0,53,52,3,0,Dormant/Low-Performer
JNE3718-KR-M,2022-06-23,kurta,20493.0,45,45,7,0,Dormant/Low-Performer
JNE3718-KR-S,2022-06-27,kurta,16442.0,38,38,3,0,Dormant/Low-Performer
JNE3718-KR-XL,2022-06-27,kurta,20231.0,47,47,3,0,Dormant/Low-Performer
JNE3718-KR-XS,2022-06-22,kurta,8177.0,19,19,8,0,Dormant/Low-Performer
JNE3718-KR-XXL,2022-06-22,kurta,16573.0,38,38,8,0,Dormant/Low-Performer
JNE3718-KR-XXXL,2022-06-28,kurta,33308.0,75,75,2,0,Dormant/Low-Performer
JNE3719-KR-L,2022-06-17,kurta,1596.0,4,4,13,0,Dormant/Low-Performer
JNE3719-KR-M,2022-06-16,kurta,798.0,2,2,14,0,Dormant/Low-Performer
JNE3719-KR-S,2022-06-16,kurta,798.0,2,2,14,0,Dormant/Low-Performer
JNE3719-KR-XL,2022-06-14,kurta,399.0,1,1,16,0,Dormant/Low-Performer
JNE3719-KR-XS,2022-04-06,kurta,399.0,1,1,85,0,Dormant/Low-Performer
JNE3719-KR-XXL,2022-06-06,kurta,1197.0,3,3,24,0,Dormant/Low-Performer
JNE3720-KR-L,2022-06-26,kurta,4622.0,9,9,4,0,Dormant/Low-Performer
JNE3720-KR-M,2022-06-23,kurta,5594.0,11,11,7,0,Dormant/Low-Performer
JNE3720-KR-S,2022-06-13,kurta,3071.0,6,6,17,0,Dormant/Low-Performer
JNE3720-KR-XL,2022-06-27,kurta,10826.0,21,21,3,0,Dormant/Low-Performer
JNE3720-KR-XS,2022-06-16,kurta,5656.0,11,11,14,0,Dormant/Low-Performer
JNE3720-KR-XXL,2022-06-15,kurta,3619.0,7,7,15,0,Dormant/Low-Performer
JNE3720-KR-XXXL,2022-06-27,kurta,8665.0,17,17,3,0,Dormant/Low-Performer
JNE3721-KR-L,2022-06-28,kurta,36703.0,121,119,2,1,Active High-Performer
JNE3721-KR-M,2022-06-28,kurta,35891.0,119,117,2,1,Active High-Performer
JNE3721-KR-S,2022-06-24,kurta,20434.0,68,67,6,0,Dormant/Low-Performer
JNE3721-KR-XL,2022-06-26,kurta,41516.0,138,136,4,1,Active High-Performer
JNE3721-KR-XS,2022-06-24,kurta,17025.0,56,55,6,0,Dormant/Low-Performer
JNE3721-KR-XXL,2022-06-28,kurta,27958.0,91,91,2,0,Dormant/Low-Performer
JNE3721-KR-XXXL,2022-06-19,kurta,1225.0,4,4,11,0,Dormant/Low-Performer
JNE3722-KR-L,2022-06-24,kurta,7306.0,25,24,6,0,Dormant/Low-Performer
JNE3722-KR-M,2022-06-26,kurta,2944.0,10,10,4,0,Dormant/Low-Performer
JNE3722-KR-S,2022-06-23,kurta,3820.0,13,13,7,0,Dormant/Low-Performer
JNE3722-KR-XL,2022-06-16,kurta,7842.0,27,27,14,0,Dormant/Low-Performer
JNE3722-KR-XS,2022-04-06,kurta,280.0,1,1,85,0,Dormant/Low-Performer
JNE3722-KR-XXL,2022-06-23,kurta,6800.0,23,23,7,0,Dormant/Low-Performer
JNE3724-KR-L,2022-06-29,kurta,12850.0,26,26,1,0,Dormant/Low-Performer
JNE3724-KR-M,2022-06-29,kurta,9852.0,20,20,1,0,Dormant/Low-Performer
JNE3724-KR-S,2022-05-22,kurta,4487.0,9,9,39,0,Dormant/Low-Performer
JNE3724-KR-XL,2022-05-29,kurta,8950.0,18,18,32,0,Dormant/Low-Performer
JNE3724-KR-XS,2022-04-07,kurta,1489.0,3,3,84,0,Dormant/Low-Performer
JNE3724-KR-XXL,2022-06-08,kurta,3478.0,7,6,22,0,Dormant/Low-Performer
JNE3725-KR-L,2022-06-13,kurta,1332.0,3,3,17,0,Dormant/Low-Performer
JNE3725-KR-M,2022-06-07,kurta,442.0,1,1,23,0,Dormant/Low-Performer
JNE3725-KR-S,2022-05-26,kurta,1338.0,3,3,35,0,Dormant/Low-Performer
JNE3725-KR-XL,2022-05-03,kurta,1326.0,3,3,58,0,Dormant/Low-Performer
JNE3725-KR-XXL,2022-06-29,kurta,2652.0,6,6,1,0,Dormant/Low-Performer
JNE3726-KR-L,2022-06-04,kurta,1365.0,4,4,26,0,Dormant/Low-Performer
JNE3726-KR-M,2022-06-19,kurta,1695.0,5,5,11,0,Dormant/Low-Performer
JNE3726-KR-S,2022-06-17,kurta,1335.0,4,4,13,0,Dormant/Low-Performer
JNE3726-KR-XL,2022-06-15,kurta,1335.0,4,4,15,0,Dormant/Low-Performer
JNE3726-KR-XS,2022-04-18,kurta,345.0,1,1,73,0,Dormant/Low-Performer
JNE3726-KR-XXL,2022-05-24,kurta,1005.0,3,3,37,0,Dormant/Low-Performer
JNE3726-KR-XXXL,2022-06-15,kurta,2713.0,8,8,15,0,Dormant/Low-Performer
JNE3727-KR-L,2022-05-22,kurta,4411.0,8,8,39,0,Dormant/Low-Performer
JNE3727-KR-M,2022-06-15,kurta,2721.0,5,5,15,0,Dormant/Low-Performer
JNE3727-KR-S,2022-06-11,kurta,1074.0,2,2,19,0,Dormant/Low-Performer
JNE3727-KR-XL,2022-04-17,kurta,549.0,1,1,74,0,Dormant/Low-Performer
JNE3727-KR-XS,2022-05-27,kurta,1098.0,2,2,34,0,Dormant/Low-Performer
JNE3727-KR-XXL,2022-06-17,kurta,2697.0,5,5,13,0,Dormant/Low-Performer
JNE3727-KR-XXXL,2022-06-23,kurta,3446.0,6,6,7,0,Dormant/Low-Performer
JNE3728-KR-L,2022-04-30,kurta,1643.0,5,5,61,0,Dormant/Low-Performer
JNE3728-KR-M,2022-04-02,kurta,656.0,2,2,89,0,Dormant/Low-Performer
JNE3728-KR-S,2022-06-14,kurta,2994.0,9,8,16,0,Dormant/Low-Performer
JNE3728-KR-XL,2022-06-21,kurta,2039.0,6,6,9,0,Dormant/Low-Performer
JNE3728-KR-XXL,2022-06-13,kurta,988.0,3,3,17,0,Dormant/Low-Performer
JNE3729-KR-S,2022-05-18,kurta,681.0,2,2,43,0,Dormant/Low-Performer
JNE3729-KR-XL,2022-04-25,kurta,1416.0,4,4,66,0,Dormant/Low-Performer
JNE3729-KR-XS,2022-06-23,kurta,693.0,2,2,7,0,Dormant/Low-Performer
JNE3729-KR-XXL,2022-06-04,kurta,999.0,3,3,26,0,Dormant/Low-Performer
JNE3729-KR-XXXL,2022-04-24,kurta,1044.0,3,3,67,0,Dormant/Low-Performer
JNE3730-KR-L,2022-06-25,kurta,2422.0,8,8,5,0,Dormant/Low-Performer
JNE3730-KR-M,2022-06-27,kurta,3301.0,11,11,3,0,Dormant/Low-Performer
JNE3730-KR-S,2022-06-22,kurta,3608.0,12,12,8,0,Dormant/Low-Performer
JNE3730-KR-XL,2022-06-11,kurta,5706.0,19,19,19,0,Dormant/Low-Performer
JNE3730-KR-XS,2022-06-06,kurta,1497.0,5,5,24,0,Dormant/Low-Performer
JNE3730-KR-XXL,2022-06-24,kurta,3598.0,12,12,6,0,Dormant/Low-Performer
JNE3732-KR-L,2022-06-25,kurta,3521.0,8,8,5,0,Dormant/Low-Performer
JNE3732-KR-M,2022-06-10,kurta,2672.0,6,6,20,0,Dormant/Low-Performer
JNE3732-KR-S,2022-04-23,kurta,517.0,1,1,68,0,Dormant/Low-Performer
JNE3732-KR-XL,2022-06-23,kurta,3051.0,7,7,7,0,Dormant/Low-Performer
JNE3732-KR-XS,2022-06-08,kurta,1465.0,3,3,22,0,Dormant/Low-Performer
JNE3732-KR-XXL,2022-06-21,kurta,4801.0,11,11,9,0,Dormant/Low-Performer
JNE3732-KR-XXXL,2022-06-26,kurta,4357.0,10,10,4,0,Dormant/Low-Performer
JNE3733-KR-L,2022-05-29,kurta,3246.0,6,6,32,0,Dormant/Low-Performer
JNE3733-KR-M,2022-06-28,kurta,2372.0,4,4,2,0,Dormant/Low-Performer
JNE3733-KR-S,2022-06-12,kurta,2124.0,4,4,18,0,Dormant/Low-Performer
JNE3733-KR-XL,2022-06-06,kurta,1623.0,3,3,24,0,Dormant/Low-Performer
JNE3733-KR-XS,2022-06-05,kurta,1623.0,3,3,25,0,Dormant/Low-Performer
JNE3733-KR-XXL,2022-06-18,kurta,3723.0,7,7,12,0,Dormant/Low-Performer
JNE3733-KR-XXXL,2022-06-23,kurta,2673.0,5,5,7,0,Dormant/Low-Performer
JNE3734-KR-L,2022-06-20,kurta,3176.0,7,7,10,0,Dormant/Low-Performer
JNE3734-KR-M,2022-06-03,kurta,849.0,2,2,27,0,Dormant/Low-Performer
JNE3734-KR-S,2022-06-26,kurta,2659.0,6,6,4,0,Dormant/Low-Performer
JNE3734-KR-XL,2022-06-22,kurta,4297.0,10,10,8,0,Dormant/Low-Performer
JNE3734-KR-XS,2022-06-24,kurta,862.0,2,2,6,0,Dormant/Low-Performer
JNE3734-KR-XXL,2022-06-26,kurta,2991.0,7,7,4,0,Dormant/Low-Performer
JNE3734-KR-XXXL,2022-06-29,kurta,4310.0,10,10,1,0,Dormant/Low-Performer
JNE3735-KR-L,2022-06-21,kurta,6223.0,16,16,9,0,Dormant/Low-Performer
JNE3735-KR-M,2022-06-16,kurta,4248.0,11,11,14,0,Dormant/Low-Performer
JNE3735-KR-S,2022-06-23,kurta,5997.0,15,15,7,0,Dormant/Low-Performer
JNE3735-KR-XL,2022-05-20,kurta,4409.0,11,11,41,0,Dormant/Low-Performer
JNE3735-KR-XS,2022-06-16,kurta,2311.0,6,6,14,0,Dormant/Low-Performer
JNE3735-KR-XXL,2022-05-20,kurta,2381.0,6,6,41,0,Dormant/Low-Performer
JNE3735-KR-XXXL,2022-06-23,kurta,10060.0,26,26,7,0,Dormant/Low-Performer
JNE3736-KR-L,2022-04-26,kurta,421.0,1,1,65,0,Dormant/Low-Performer
JNE3736-KR-M,2022-05-31,kurta,1219.0,3,3,30,0,Dormant/Low-Performer
JNE3736-KR-XL,2022-05-03,kurta,1263.0,3,3,58,0,Dormant/Low-Performer
JNE3736-KR-XS,2022-05-03,kurta,421.0,1,1,58,0,Dormant/Low-Performer
JNE3736-KR-XXL,2022-06-11,kurta,1197.0,3,3,19,0,Dormant/Low-Performer
JNE3736-KR-XXXL,2022-06-11,kurta,2404.0,6,6,19,0,Dormant/Low-Performer
JNE3738-KR-L,2022-06-27,kurta,11863.0,30,30,3,0,Dormant/Low-Performer
JNE3738-KR-M,2022-06-29,kurta,4354.0,11,11,1,0,Dormant/Low-Performer
JNE3738-KR-S,2022-06-18,kurta,3582.0,9,9,12,0,Dormant/Low-Performer
JNE3738-KR-XL,2022-06-23,kurta,6980.0,18,18,7,0,Dormant/Low-Performer
JNE3738-KR-XS,2022-06-29,kurta,2892.0,7,7,1,0,Dormant/Low-Performer
JNE3738-KR-XXL,2022-06-26,kurta,11150.0,29,29,4,0,Dormant/Low-Performer
JNE3738-KR-XXXL,2022-05-09,kurta,3881.0,9,9,52,0,Dormant/Low-Performer
JNE3739-KR-L,2022-06-29,kurta,39700.0,88,88,1,0,Dormant/Low-Performer
JNE3739-KR-M,2022-06-25,kurta,10473.0,23,23,5,0,Dormant/Low-Performer
JNE3739-KR-S,2022-06-26,kurta,9611.0,21,19,4,0,Dormant/Low-Performer
JNE3739-KR-XL,2022-06-28,kurta,32995.0,73,73,2,0,Dormant/Low-Performer
JNE3739-KR-XS,2022-06-29,kurta,5939.0,13,13,1,0,Dormant/Low-Performer
JNE3739-KR-XXL,2022-06-23,kurta,22919.0,51,51,7,0,Dormant/Low-Performer
JNE3739-KR-XXXL,2022-06-27,kurta,20985.0,47,47,3,0,Dormant/Low-Performer
JNE3740-KR-L,2022-05-05,kurta,919.0,3,3,56,0,Dormant/Low-Performer
JNE3740-KR-M,2022-06-16,kurta,939.0,3,3,14,0,Dormant/Low-Performer
JNE3740-KR-S,2022-05-10,kurta,939.0,3,3,51,0,Dormant/Low-Performer
JNE3740-KR-XS,2022-04-18,kurta,319.0,1,1,73,0,Dormant/Low-Performer
JNE3740-KR-XXL,2022-06-17,kurta,1559.0,5,5,13,0,Dormant/Low-Performer
JNE3740-KR-XXXL,2022-05-29,kurta,2125.0,7,7,32,0,Dormant/Low-Performer
JNE3741-KR-L,2022-06-22,kurta,7675.0,18,18,8,0,Dormant/Low-Performer
JNE3741-KR-M,2022-06-24,kurta,6051.0,14,14,6,0,Dormant/Low-Performer
JNE3741-KR-S,2022-06-26,kurta,2593.0,6,6,4,0,Dormant/Low-Performer
JNE3741-KR-XL,2022-06-23,kurta,6077.0,14,14,7,0,Dormant/Low-Performer
JNE3741-KR-XS,2022-06-25,kurta,2486.0,6,6,5,0,Dormant/Low-Performer
JNE3741-KR-XXL,2022-06-10,kurta,7296.0,17,17,20,0,Dormant/Low-Performer
JNE3741-KR-XXXL,2022-06-28,kurta,8292.0,19,19,2,0,Dormant/Low-Performer
JNE3742-KR-L,2022-06-29,kurta,4690.0,11,11,1,0,Dormant/Low-Performer
JNE3742-KR-M,2022-06-20,kurta,2972.0,7,7,10,0,Dormant/Low-Performer
JNE3742-KR-S,2022-06-04,kurta,3888.0,9,9,26,0,Dormant/Low-Performer
JNE3742-KR-XL,2022-06-19,kurta,4294.0,10,10,11,0,Dormant/Low-Performer
JNE3742-KR-XS,2022-06-11,kurta,1296.0,3,3,19,0,Dormant/Low-Performer
JNE3742-KR-XXL,2022-06-20,kurta,4726.0,11,11,10,0,Dormant/Low-Performer
JNE3742-KR-XXXL,2022-06-21,kurta,4294.0,10,10,9,0,Dormant/Low-Performer
JNE3743-TP-L,2022-06-07,Top,1376.0,4,4,23,0,Dormant/Low-Performer
JNE3743-TP-M,2022-06-07,Top,385.0,1,1,23,0,Dormant/Low-Performer
JNE3743-TP-S,2022-04-07,Top,329.0,1,1,84,0,Dormant/Low-Performer
JNE3743-TP-XL,2022-06-14,Top,646.0,2,2,16,0,Dormant/Low-Performer
JNE3743-TP-XS,2022-04-11,Top,329.0,1,1,80,0,Dormant/Low-Performer
JNE3743-TP-XXL,2022-05-02,Top,987.0,3,3,59,0,Dormant/Low-Performer
JNE3744-TU-L,2022-06-14,Top,2875.0,4,4,16,0,Dormant/Low-Performer
JNE3744-TU-M,2022-06-24,Top,4989.0,7,7,6,0,Dormant/Low-Performer
JNE3744-TU-S,2022-05-28,Top,6380.0,9,9,33,0,Dormant/Low-Performer
JNE3744-TU-XL,2022-05-25,Top,8360.0,13,13,36,0,Dormant/Low-Performer
JNE3744-TU-XS,2022-06-28,Top,7440.0,11,11,2,0,Dormant/Low-Performer
JNE3744-TU-XXL,2022-04-23,Top,3990.0,6,6,68,0,Dormant/Low-Performer
JNE3744-TU-XXXL,2022-06-28,Top,1380.0,2,2,2,0,Dormant/Low-Performer
JNE3745-KR-L,2022-06-19,kurta,3061.0,10,10,11,0,Dormant/Low-Performer
JNE3745-KR-M,2022-06-14,kurta,1866.0,6,6,16,0,Dormant/Low-Performer
JNE3745-KR-S,2022-06-23,kurta,3460.0,11,11,7,0,Dormant/Low-Performer
JNE3745-KR-XL,2022-06-21,kurta,1836.0,6,6,9,0,Dormant/Low-Performer
JNE3745-KR-XS,2022-05-29,kurta,301.0,1,1,32,0,Dormant/Low-Performer
JNE3745-KR-XXL,2022-06-13,kurta,3672.0,12,12,17,0,Dormant/Low-Performer
JNE3745-KR-XXXL,2022-06-07,kurta,1857.0,6,6,23,0,Dormant/Low-Performer
JNE3748-KR-L,2022-06-27,kurta,3952.0,9,9,3,0,Dormant/Low-Performer
JNE3748-KR-M,2022-06-05,kurta,862.0,2,2,25,0,Dormant/Low-Performer
JNE3748-KR-XL,2022-06-28,kurta,3017.0,7,7,2,0,Dormant/Low-Performer
JNE3748-KR-XS,2022-05-08,kurta,935.0,2,2,53,0,Dormant/Low-Performer
JNE3748-KR-XXL,2022-06-26,kurta,2659.0,6,6,4,0,Dormant/Low-Performer
JNE3748-KR-XXXL,2022-06-11,kurta,5861.0,13,13,19,0,Dormant/Low-Performer
JNE3749-KR-L,2022-06-25,kurta,7510.0,16,16,5,0,Dormant/Low-Performer
JNE3749-KR-M,2022-06-15,kurta,2802.0,6,6,15,0,Dormant/Low-Performer
JNE3749-KR-S,2022-06-09,kurta,5145.0,11,11,21,0,Dormant/Low-Performer
JNE3749-KR-XL,2022-06-26,kurta,8929.0,19,19,4,0,Dormant/Low-Performer
JNE3749-KR-XS,2022-06-28,kurta,10905.0,23,23,2,0,Dormant/Low-Performer
JNE3749-KR-XXL,2022-06-29,kurta,18916.0,40,40,1,0,Dormant/Low-Performer
JNE3749-KR-XXXL,2022-06-28,kurta,11326.0,24,24,2,0,Dormant/Low-Performer
JNE3750-KR-L,2022-05-13,kurta,2176.0,4,4,48,0,Dormant/Low-Performer
JNE3750-KR-S,2022-04-09,kurta,544.0,1,1,82,0,Dormant/Low-Performer
JNE3750-KR-XL,2022-06-19,kurta,1088.0,2,2,11,0,Dormant/Low-Performer
JNE3750-KR-XS,2022-06-19,kurta,1632.0,3,3,11,0,Dormant/Low-Performer
JNE3750-KR-XXXL,2022-05-08,kurta,1022.0,2,2,53,0,Dormant/Low-Performer
JNE3751-KR-L,2022-06-05,kurta,2942.0,8,8,25,0,Dormant/Low-Performer
JNE3751-KR-M,2022-05-02,kurta,1840.0,5,5,59,0,Dormant/Low-Performer
JNE3751-KR-S,2022-06-22,kurta,2811.0,8,8,8,0,Dormant/Low-Performer
JNE3751-KR-XL,2022-06-15,kurta,2151.0,6,6,15,0,Dormant/Low-Performer
JNE3751-KR-XS,2022-06-17,kurta,3537.0,10,10,13,0,Dormant/Low-Performer
JNE3751-KR-XXL,2022-06-19,kurta,4952.0,14,14,11,0,Dormant/Low-Performer
JNE3751-KR-XXXL,2022-06-20,kurta,8602.0,24,24,10,0,Dormant/Low-Performer
JNE3752-KR-L,2022-06-26,kurta,2803.0,8,8,4,0,Dormant/Low-Performer
JNE3752-KR-M,2022-06-27,kurta,2107.0,6,6,3,0,Dormant/Low-Performer
JNE3752-KR-S,2022-05-11,kurta,345.0,1,1,50,0,Dormant/Low-Performer
JNE3752-KR-XL,2022-04-24,kurta,1448.0,4,4,67,0,Dormant/Low-Performer
JNE3752-KR-XS,2022-05-24,kurta,680.0,2,2,37,0,Dormant/Low-Performer
JNE3752-KR-XXL,2022-06-15,kurta,1069.0,3,3,15,0,Dormant/Low-Performer
JNE3752-KR-XXXL,2022-05-28,kurta,2121.0,6,6,33,0,Dormant/Low-Performer
JNE3753-KR-L,2022-06-25,kurta,6447.0,13,13,5,0,Dormant/Low-Performer
JNE3753-KR-M,2022-05-26,kurta,1972.0,4,4,35,0,Dormant/Low-Performer
JNE3753-KR-S,2022-06-16,kurta,3325.0,7,7,14,0,Dormant/Low-Performer
JNE3753-KR-XL,2022-06-20,kurta,1900.0,4,4,10,0,Dormant/Low-Performer
JNE3753-KR-XS,2022-06-18,kurta,950.0,2,2,12,0,Dormant/Low-Performer
JNE3753-KR-XXL,2022-05-17,kurta,2423.0,5,5,44,0,Dormant/Low-Performer
JNE3753-KR-XXXL,2022-06-14,kurta,6746.0,14,14,16,0,Dormant/Low-Performer
JNE3756-KR-L,2022-06-20,kurta,5774.0,12,12,10,0,Dormant/Low-Performer
JNE3756-KR-M,2022-06-29,kurta,4383.0,9,8,1,0,Dormant/Low-Performer
JNE3756-KR-S,2022-05-03,kurta,1461.0,3,3,58,0,Dormant/Low-Performer
JNE3756-KR-XL,2022-06-18,kurta,5328.0,11,11,12,0,Dormant/Low-Performer
JNE3756-KR-XS,2022-06-09,kurta,2922.0,6,6,21,0,Dormant/Low-Performer
JNE3756-KR-XXL,2022-06-28,kurta,6273.0,13,13,2,0,Dormant/Low-Performer
JNE3756-KR-XXXL,2022-06-26,kurta,3890.0,8,8,4,0,Dormant/Low-Performer
JNE3757-KR-L,2022-06-27,kurta,10012.0,21,21,3,0,Dormant/Low-Performer
JNE3757-KR-M,2022-06-19,kurta,6719.0,14,14,11,0,Dormant/Low-Performer
JNE3757-KR-S,2022-06-27,kurta,5270.0,11,11,3,0,Dormant/Low-Performer
JNE3757-KR-XL,2022-06-28,kurta,9624.0,20,20,2,0,Dormant/Low-Performer
JNE3757-KR-XS,2022-06-24,kurta,2435.0,5,5,6,0,Dormant/Low-Performer
JNE3757-KR-XXL,2022-06-27,kurta,12076.0,25,25,3,0,Dormant/Low-Performer
JNE3757-KR-XXXL,2022-06-25,kurta,1942.0,4,4,5,0,Dormant/Low-Performer
JNE3758-KR-L,2022-06-12,kurta,6180.0,17,17,18,0,Dormant/Low-Performer
JNE3758-KR-M,2022-06-25,kurta,5131.0,14,14,5,0,Dormant/Low-Performer
JNE3758-KR-S,2022-06-26,kurta,4033.0,11,11,4,0,Dormant/Low-Performer
JNE3758-KR-XL,2022-06-22,kurta,5515.0,15,15,8,0,Dormant/Low-Performer
JNE3758-KR-XS,2022-05-15,kurta,1086.0,3,3,46,0,Dormant/Low-Performer
JNE3758-KR-XXL,2022-06-28,kurta,5462.0,15,15,2,0,Dormant/Low-Performer
JNE3758-KR-XXXL,2022-06-23,kurta,2510.0,7,7,7,0,Dormant/Low-Performer
JNE3759-KR-L,2022-04-28,kurta,2131.0,4,4,63,0,Dormant/Low-Performer
JNE3759-KR-M,2022-05-16,kurta,3790.0,7,7,45,0,Dormant/Low-Performer
JNE3759-KR-S,2022-06-05,kurta,5608.0,10,10,25,0,Dormant/Low-Performer
JNE3759-KR-XL,2022-06-07,kurta,8352.0,15,14,23,0,Dormant/Low-Performer
JNE3759-KR-XXL,2022-05-04,kurta,1587.0,3,3,57,0,Dormant/Low-Performer
JNE3760-KR-L,2022-06-14,kurta,2592.0,6,6,16,0,Dormant/Low-Performer
JNE3760-KR-M,2022-06-22,kurta,1728.0,4,4,8,0,Dormant/Low-Performer
JNE3760-KR-S,2022-06-26,kurta,2592.0,6,6,4,0,Dormant/Low-Performer
JNE3760-KR-XL,2022-06-19,kurta,1728.0,4,4,11,0,Dormant/Low-Performer
JNE3760-KR-XS,2022-06-23,kurta,864.0,2,2,7,0,Dormant/Low-Performer
JNE3760-KR-XXL,2022-06-09,kurta,864.0,2,2,21,0,Dormant/Low-Performer
JNE3760-KR-XXXL,2022-05-26,kurta,1308.0,3,3,35,0,Dormant/Low-Performer
JNE3761-KR-L,2022-06-29,kurta,8086.0,27,27,1,0,Dormant/Low-Performer
JNE3761-KR-M,2022-06-26,kurta,7485.0,25,25,4,0,Dormant/Low-Performer
JNE3761-KR-S,2022-06-18,kurta,3873.0,13,13,12,0,Dormant/Low-Performer
JNE3761-KR-XL,2022-06-29,kurta,11599.0,39,39,1,0,Dormant/Low-Performer
JNE3761-KR-XS,2022-05-14,kurta,1776.0,6,6,47,0,Dormant/Low-Performer
JNE3761-KR-XXL,2022-06-26,kurta,12824.0,43,41,4,0,Dormant/Low-Performer
JNE3761-KR-XXXL,2022-06-28,kurta,301.0,1,1,2,0,Dormant/Low-Performer
JNE3762-KR-L,2022-06-22,kurta,1930.0,6,6,8,0,Dormant/Low-Performer
JNE3762-KR-M,2022-05-10,kurta,329.0,1,1,51,0,Dormant/Low-Performer
JNE3762-KR-S,2022-06-11,kurta,976.0,3,3,19,0,Dormant/Low-Performer
JNE3762-KR-XL,2022-04-27,kurta,658.0,2,2,64,0,Dormant/Low-Performer
JNE3762-KR-XS,2022-06-21,kurta,318.0,1,1,9,0,Dormant/Low-Performer
JNE3762-KR-XXL,2022-04-13,kurta,329.0,1,1,78,0,Dormant/Low-Performer
JNE3762-KR-XXXL,2022-05-28,kurta,987.0,3,3,33,0,Dormant/Low-Performer
JNE3763-KR-L,2022-06-18,kurta,4849.0,11,11,12,0,Dormant/Low-Performer
JNE3763-KR-M,2022-06-28,kurta,3557.0,8,8,2,0,Dormant/Low-Performer
JNE3763-KR-S,2022-06-11,kurta,891.0,2,2,19,0,Dormant/Low-Performer
JNE3763-KR-XL,2022-06-20,kurta,4886.0,11,11,10,0,Dormant/Low-Performer
JNE3763-KR-XS,2022-06-22,kurta,2185.0,5,5,8,0,Dormant/Low-Performer
JNE3763-KR-XXL,2022-06-23,kurta,1322.0,3,3,7,0,Dormant/Low-Performer
JNE3763-KR-XXXL,2022-06-29,kurta,3995.0,9,9,1,0,Dormant/Low-Performer
